"GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"G06005900761052","060590761052","10","4"
"G06005900761053","060590761053","10","4"
"G06005900762011","060590762011","9","4"
"G06005900762012","060590762012","8","4"
"G06005900762013","060590762013","10","4"
"G06005900762014","060590762014","10","4"
"G06005900762015","060590762015","8","4"
"G06005900762021","060590762021","26","8"
"G06005900762022","060590762022","8","4"
"G06005900762023","060590762023","11","5"
"G06005900762024","060590762024","8","4"
"G06005900762041","060590762041","9","4"
"G06005900762042","060590762042","6","3"
"G06005900762043","060590762043","88","10"
"G06005900762051","060590762051","GQ","GQ"
"G06005900762052","060590762052","9","4"
"G06005900762053","060590762053","8","4"
"G06005900762054","060590762054","9","4"
"G06005900762061","060590762061","11","5"
"G06005900762062","060590762062","10","4"
"G06005900762063","060590762063","10","4"
"G06005900762064","060590762064","11","5"
"G06005900762081","060590762081","6","3"
"G06005900762082","060590762082","6","3"
"G06005900762083","060590762083","7","3"
"G06005900762084","060590762084","14","5"
"G06005900863011","060590863011","12","5"
"G06005900863012","060590863012","12","5"
"G06005900863013","060590863013","12","5"
"G06005900863014","060590863014","12","5"
"G06005900863015","060590863015","12","5"
"G06005900863031","060590863031","17","6"
"G06005900863032","060590863032","17","6"
"G06005900863033","060590863033","17","6"
"G06005900863034","060590863034","17","6"
"G06005900863035","060590863035","17","6"
"G06005900863036","060590863036","17","6"
"G06005900863037","060590863037","17","6"
"G06005900863041","060590863041","10","4"
"G06005900863042","060590863042","10","4"
"G06005900863043","060590863043","10","4"
"G06005900863044","060590863044","11","5"
"G06005900863045","060590863045","10","4"
"G06005900863051","060590863051","9","4"
"G06005900863052","060590863052","9","4"
"G06005900863053","060590863053","9","4"
"G06005900863061","060590863061","11","5"
"G06005900863062","060590863062","11","5"
"G06005900863063","060590863063","8","4"
"G06005900864021","060590864021","11","5"
"G06005900864022","060590864022","11","5"
"G06005900864023","060590864023","76","10"
"G06005900864024","060590864024","9","4"
"G06005900864041","060590864041","11","5"
"G06005900864042","060590864042","10","4"
"G06005900864043","060590864043","10","4"
"G06005900864044","060590864044","11","5"
"G06005900864051","060590864051","14","5"
"G06005900864052","060590864052","14","5"
"G06005900864053","060590864053","12","5"
"G06005900864054","060590864054","15","6"
"G06005900864055","060590864055","12","5"
"G06005900864061","060590864061","12","5"
"G06005900864062","060590864062","12","5"
"G06005900864063","060590864063","12","5"
"G06005900864064","060590864064","13","5"
"G06005900864071","060590864071","17","6"
"G06005900864072","060590864072","17","6"
"G06005900864073","060590864073","16","6"
"G06005900864074","060590864074","16","6"
"G06005900865011","060590865011","18","6"
"G06005900865012","060590865012","12","5"
"G06005900865013","060590865013","21","7"
"G06005900865021","060590865021","36","9"
"G06005900865022","060590865022","41","9"
"G06005900865023","060590865023","37","9"
"G06005900865024","060590865024","40","9"
"G06005900866011","060590866011","16","6"
"G06005900866012","060590866012","16","6"
"G06005900866013","060590866013","16","6"
"G06005900866014","060590866014","16","6"
"G06005900866015","060590866015","16","6"
"G06005900866016","060590866016","16","6"
"G06005900866021","060590866021","13","5"
"G06005900866022","060590866022","13","5"
"G06005900866023","060590866023","13","5"
"G06005900866024","060590866024","14","5"
"G06005900867011","060590867011","10","4"
"G06005900867012","060590867012","10","4"
"G06005900867013","060590867013","74","10"
"G06005900867014","060590867014","13","5"
"G06005900867015","060590867015","14","5"
"G06005900867016","060590867016","20","7"
"G06005900867021","060590867021","16","6"
"G06005900867022","060590867022","16","6"
"G06005900867023","060590867023","16","6"
"G06005900867024","060590867024","16","6"
"G06005900867025","060590867025","16","6"
"G06005900867026","060590867026","16","6"
"G06005900868011","060590868011","16","6"
"G06005900868012","060590868012","14","5"
"G06005900868013","060590868013","11","5"
"G06005900868021","060590868021","10","4"
"G06005900868022","060590868022","11","5"
"G06005900868023","060590868023","10","4"
"G06005900868024","060590868024","11","5"
"G06005900868031","060590868031","14","5"
"G06005900868032","060590868032","14","5"
"G06005900868033","060590868033","14","5"
"G06005900868034","060590868034","14","5"
"G06005900868035","060590868035","14","5"
"G06005900868036","060590868036","14","5"
"G06005900869011","060590869011","14","5"
"G06005900869012","060590869012","14","5"
"G06005900869013","060590869013","14","5"
"G06005900869014","060590869014","14","5"
"G06005900869015","060590869015","14","5"
"G06005900869016","060590869016","14","5"
"G06005900869017","060590869017","14","5"
"G06005900869021","060590869021","15","6"
"G06005900869022","060590869022","15","6"
"G06005900869023","060590869023","15","6"
"G06005900869024","060590869024","15","6"
"G06005900869025","060590869025","15","6"
"G06005900869031","060590869031","12","5"
"G06005900869032","060590869032","12","5"
"G06005900869033","060590869033","11","5"
"G06005900869034","060590869034","14","5"
"G06005900869035","060590869035","12","5"
"G06005900870011","060590870011","14","5"
"G06005900870012","060590870012","15","6"
"G06005900870013","060590870013","14","5"
"G06005900870014","060590870014","10","4"
"G06005900870015","060590870015","12","5"
"G06005900870021","060590870021","11","5"
"G06005900870022","060590870022","15","6"
"G06005900870023","060590870023","28","8"
"G06005900870024","060590870024","13","5"
"G06005900871011","060590871011","13","5"
"G06005900871012","060590871012","13","5"
"G06005900871013","060590871013","13","5"
"G06005900871014","060590871014","13","5"
"G06005900871021","060590871021","17","6"
"G06005900871022","060590871022","18","6"
"G06005900871023","060590871023","17","6"
"G06005900871024","060590871024","17","6"
"G06005900871025","060590871025","19","7"
"G06005900871031","060590871031","12","5"
"G06005900871032","060590871032","11","5"
"G06005900871033","060590871033","12","5"
"G06005900871034","060590871034","10","4"
"G06005900871035","060590871035","11","5"
"G06005900871036","060590871036","11","5"
"G06005900871037","060590871037","11","5"
"G06005900871051","060590871051","12","5"
"G06005900871052","060590871052","12","5"
"G06005900871053","060590871053","9","4"
"G06005900871061","060590871061","14","5"
"G06005900871062","060590871062","14","5"
"G06005900871063","060590871063","13","5"
"G06005900871064","060590871064","12","5"
"G06005900872001","060590872001","14","5"
"G06005900872002","060590872002","14","5"
"G06005900872003","060590872003","14","5"
"G06005900872004","060590872004","14","5"
"G06005900872005","060590872005","14","5"
"G06005900872006","060590872006","14","5"
"G06005900872007","060590872007","14","5"
"G06005900873011","060590873011","13","5"
"G06005900873012","060590873012","13","5"
"G06005900873013","060590873013","13","5"
"G06005900873021","060590873021","17","6"
"G06005900873022","060590873022","17","6"
"G06005900873023","060590873023","17","6"
"G06005900873024","060590873024","17","6"
"G06005900873025","060590873025","17","6"
"G06005900873026","060590873026","17","6"
"G06005900874011","060590874011","9","4"
"G06005900874012","060590874012","10","4"
"G06005900874013","060590874013","11","5"
"G06005900874014","060590874014","15","6"
"G06005900874031","060590874031","30","8"
"G06005900874032","060590874032","32","8"
"G06005900874033","060590874033","32","8"
"G06005900874041","060590874041","12","5"
"G06005900874042","060590874042","11","5"
"G06005900874051","060590874051","23","7"
"G06005900874052","060590874052","23","7"
"G06005900874053","060590874053","26","8"
"G06005900874054","060590874054","20","7"
"G06005900875031","060590875031","14","5"
"G06005900875032","060590875032","14","5"
"G06005900875033","060590875033","14","5"
"G06005900875034","060590875034","14","5"
"G06005900875035","060590875035","14","5"
"G06005900875041","060590875041","20","7"
"G06005900875042","060590875042","20","7"
"G06005900875043","060590875043","20","7"
"G06005900875044","060590875044","20","7"
"G06005900875051","060590875051","12","5"
"G06005900875052","060590875052","15","6"
"G06005900875053","060590875053","14","5"
"G06005900876011","060590876011","12","5"
"G06005900876012","060590876012","12","5"
"G06005900876013","060590876013","12","5"
"G06005900876014","060590876014","12","5"
"G06005900876021","060590876021","14","5"
"G06005900876022","060590876022","14","5"
"G06005900876023","060590876023","14","5"
"G06005900876024","060590876024","14","5"
"G06005900876025","060590876025","14","5"
"G06005900876026","060590876026","14","5"
"G06005900876027","060590876027","14","5"
"G06005900877011","060590877011","9","4"
"G06005900877012","060590877012","12","5"
"G06005900877013","060590877013","19","7"
"G06005900877014","060590877014","15","6"
"G06005900877015","060590877015","10","4"
"G06005900877031","060590877031","12","5"
"G06005900877032","060590877032","12","5"
"G06005900877033","060590877033","12","5"
"G06005900877034","060590877034","13","5"
"G06005900877035","060590877035","12","5"
"G06005900877041","060590877041","10","4"
"G06005900877042","060590877042","10","4"
"G06005900877043","060590877043","12","5"
"G06005900877044","060590877044","9","4"
"G06005900877045","060590877045","GQ","GQ"
"G06005900878011","060590878011","11","5"
"G06005900878012","060590878012","20","7"
"G06005900878013","060590878013","17","6"
"G06005900878021","060590878021","23","7"
"G06005900878022","060590878022","21","7"
"G06005900878023","060590878023","24","7"
"G06005900878024","060590878024","23","7"
"G06005900878031","060590878031","14","5"
"G06005900878032","060590878032","14","5"
"G06005900878033","060590878033","14","5"
"G06005900878051","060590878051","16","6"
"G06005900878052","060590878052","64","10"
"G06005900878053","060590878053","28","8"
"G06005900878054","060590878054","12","5"
"G06005900878061","060590878061","21","7"
"G06005900878062","060590878062","19","7"
"G06005900878063","060590878063","26","8"
"G06005900878064","060590878064","23","7"
"G06005900879011","060590879011","20","7"
"G06005900879012","060590879012","20","7"
"G06005900879021","060590879021","10","4"
"G06005900879022","060590879022","13","5"
"G06005900879023","060590879023","11","5"
"G06005900880011","060590880011","10","4"
"G06005900880012","060590880012","13","5"
"G06005900880013","060590880013","12","5"
"G06005900880021","060590880021","11","5"
"G06005900880022","060590880022","11","5"
"G06005900880023","060590880023","11","5"
"G06005900881011","060590881011","22","7"
"G06005900881041","060590881041","19","7"
"G06005900881042","060590881042","18","6"
"G06005900881051","060590881051","12","5"
"G06005900881052","060590881052","10","4"
"G06005900881061","060590881061","31","8"
"G06005900881062","060590881062","30","8"
"G06005900881071","060590881071","13","5"
"G06005900881072","060590881072","19","7"
"G06005900882011","060590882011","12","5"
"G06005900882012","060590882012","11","5"
"G06005900882013","060590882013","11","5"
"G06005900882021","060590882021","11","5"
"G06005900882022","060590882022","10","4"
"G06005900882031","060590882031","11","5"
"G06005900882032","060590882032","11","5"
"G06005900883011","060590883011","12","5"
"G06005900883012","060590883012","9","4"
"G06005900883013","060590883013","11","5"
"G06005900883021","060590883021","10","4"
"G06005900883022","060590883022","8","4"
"G06005900883023","060590883023","9","4"
"G06005900884011","060590884011","11","5"
"G06005900884012","060590884012","11","5"
"G06005900884013","060590884013","10","4"
"G06005900884021","060590884021","12","5"
"G06005900884022","060590884022","11","5"
"G06005900884031","060590884031","19","7"
"G06005900884032","060590884032","17","6"
"G06005900885011","060590885011","13","5"
"G06005900885012","060590885012","15","6"
"G06005900885013","060590885013","11","5"
"G06005900885021","060590885021","17","6"
"G06005900885022","060590885022","16","6"
"G06005900885023","060590885023","15","6"
"G06005900886011","060590886011","24","7"
"G06005900886012","060590886012","31","8"
"G06005900886013","060590886013","9","4"
"G06005900886014","060590886014","34","9"
"G06005900886021","060590886021","19","7"
"G06005900886022","060590886022","11","5"
"G06005900887011","060590887011","15","6"
"G06005900887012","060590887012","15","6"
"G06005900887013","060590887013","15","6"
"G06005900887014","060590887014","15","6"
"G06005900887021","060590887021","11","5"
"G06005900887022","060590887022","12","5"
"G06005900888011","060590888011","19","7"
"G06005900888012","060590888012","19","7"
"G06005900888013","060590888013","20","7"
"G06005900888014","060590888014","21","7"
"G06005900888015","060590888015","20","7"
"G06005900888021","060590888021","14","5"
"G06005900888022","060590888022","16","6"
"G06005900888023","060590888023","15","6"
"G06005900888024","060590888024","25","8"
"G06005900889011","060590889011","15","6"
"G06005900889012","060590889012","16","6"
"G06005900889013","060590889013","16","6"
"G06005900889014","060590889014","16","6"
"G06005900889021","060590889021","12","5"
"G06005900889022","060590889022","12","5"
"G06005900889023","060590889023","12","5"
"G06005900889031","060590889031","15","6"
"G06005900889032","060590889032","13","5"
"G06005900889033","060590889033","12","5"
"G06005900889041","060590889041","12","5"
"G06005900889042","060590889042","15","6"
"G06005900889043","060590889043","9","4"
"G06005900889044","060590889044","10","4"
"G06005900889051","060590889051","14","5"
"G06005900889052","060590889052","11","5"
"G06005900889053","060590889053","10","4"
"G06005900890011","060590890011","21","7"
"G06005900890012","060590890012","21","7"
"G06005900890013","060590890013","29","8"
"G06005900890014","060590890014","19","7"
"G06005900890031","060590890031","26","8"
"G06005900890032","060590890032","15","6"
"G06005900890041","060590890041","30","8"
"G06005900890042","060590890042","30","8"
"G06005900890043","060590890043","30","8"
"G06005900891021","060590891021","16","6"
"G06005900891022","060590891022","10","4"
"G06005900891023","060590891023","28","8"
"G06005900891041","060590891041","80","10"
"G06005900891042","060590891042","83","10"
"G06005900891043","060590891043","80","10"
"G06005900891051","060590891051","38","9"
"G06005900891052","060590891052","20","7"
"G06005900891053","060590891053","18","6"
"G06005900891061","060590891061","17","6"
"G06005900891062","060590891062","17","6"
"G06005900891071","060590891071","9","4"
"G06005900891072","060590891072","9","4"
"G06005900992021","060590992021","11","5"
"G06005900992022","060590992022","15","6"
"G06005900992023","060590992023","14","5"
"G06005900992031","060590992031","13","5"
"G06005900992032","060590992032","11","5"
"G06005900992041","060590992041","13","5"
"G06005900992042","060590992042","8","4"
"G06005900992043","060590992043","9","4"
"G06005900992121","060590992121","20","7"
"G06005900992122","060590992122","10","4"
"G06005900992123","060590992123","17","6"
"G06005900992124","060590992124","9","4"
"G06005900992141","060590992141","9","4"
"G06005900992142","060590992142","6","3"
"G06005900992143","060590992143","6","3"
"G06005900992144","060590992144","68","10"
"G06005900992151","060590992151","16","6"
"G06005900992152","060590992152","5","3"
"G06005900992153","060590992153","6","3"
"G06005900992161","060590992161","10","4"
"G06005900992162","060590992162","5","3"
"G06005900992163","060590992163","5","3"
"G06005900992164","060590992164","11","5"
"G06005900992171","060590992171","3","2"
"G06005900992172","060590992172","5","3"
"G06005900992201","060590992201","12","5"
"G06005900992202","060590992202","5","3"
"G06005900992203","060590992203","4","2"
"G06005900992204","060590992204","69","10"
"G06005900992221","060590992221","75","10"
"G06005900992222","060590992222","13","5"
"G06005900992223","060590992223","8","4"
"G06005900992224","060590992224","10","4"
"G06005900992231","060590992231","82","10"
"G06005900992232","060590992232","8","4"
"G06005900992233","060590992233","6","3"
"G06005900992241","060590992241","6","3"
"G06005900992242","060590992242","6","3"
"G06005900992251","060590992251","6","3"
"G06005900992252","060590992252","5","3"
"G06005900992261","060590992261","7","3"
"G06005900992262","060590992262","5","3"
"G06005900992271","060590992271","11","5"
"G06005900992272","060590992272","32","8"
"G06005900992273","060590992273","7","3"
"G06005900992274","060590992274","9","4"
"G06005900992291","060590992291","8","4"
"G06005900992292","060590992292","7","3"
"G06005900992293","060590992293","20","7"
"G06005900992294","060590992294","16","6"
"G06005900992301","060590992301","6","3"
"G06005900992302","060590992302","9","4"
"G06005900992311","060590992311","4","2"
"G06005900992312","060590992312","3","2"
"G06005900992313","060590992313","4","2"
"G06005900992314","060590992314","5","3"
"G06005900992321","060590992321","8","4"
"G06005900992322","060590992322","7","3"
"G06005900992323","060590992323","5","3"
"G06005900992324","060590992324","5","3"
"G06005900992331","060590992331","5","3"
"G06005900992332","060590992332","6","3"
"G06005900992341","060590992341","8","4"
"G06005900992342","060590992342","4","2"
"G06005900992343","060590992343","7","3"
"G06005900992351","060590992351","8","4"
"G06005900992352","060590992352","10","4"
"G06005900992353","060590992353","9","4"
"G06005900992354","060590992354","22","7"
"G06005900992371","060590992371","5","3"
"G06005900992372","060590992372","5","3"
"G06005900992381","060590992381","3","2"
"G06005900992382","060590992382","3","2"
"G06005900992391","060590992391","3","2"
"G06005900992392","060590992392","2","1"
"G06005900992393","060590992393","4","2"
"G06005900992394","060590992394","3","2"
"G06005900992401","060590992401","5","3"
"G06005900992402","060590992402","6","3"
"G06005900992403","060590992403","5","3"
"G06005900992404","060590992404","5","3"
"G06005900992411","060590992411","9","4"
"G06005900992412","060590992412","9","4"
"G06005900992421","060590992421","10","4"
"G06005900992422","060590992422","7","3"
"G06005900992431","060590992431","9","4"
"G06005900992432","060590992432","5","3"
"G06005900992441","060590992441","4","2"
"G06005900992442","060590992442","19","7"
"G06005900992451","060590992451","3","2"
"G06005900992452","060590992452","5","3"
"G06005900992461","060590992461","4","2"
"G06005900992462","060590992462","4","2"
"G06005900992463","060590992463","7","3"
"G06005900992471","060590992471","21","7"
"G06005900992472","060590992472","23","7"
"G06005900992481","060590992481","12","5"
"G06005900992482","060590992482","79","10"
"G06005900992491","060590992491","26","8"
"G06005900992492","060590992492","26","8"
"G06005900992501","060590992501","6","3"
"G06005900992502","060590992502","5","3"
"G06005900992511","060590992511","6","3"
"G06005900992512","060590992512","6","3"
"G06005900992513","060590992513","5","3"
"G06005900993051","060590993051","16","6"
"G06005900993052","060590993052","16","6"
"G06005900993053","060590993053","15","6"
"G06005900993054","060590993054","16","6"
"G06005900993055","060590993055","14","5"
"G06005900993056","060590993056","15","6"
"G06005900993061","060590993061","5","3"
"G06005900993062","060590993062","5","3"
"G06005900993063","060590993063","5","3"
"G06005900993064","060590993064","7","3"
"G06005900993065","060590993065","4","2"
"G06005900993071","060590993071","8","4"
"G06005900993072","060590993072","8","4"
"G06005900993081","060590993081","1","1"
"G06005900993082","060590993082","1","1"
"G06005900993083","060590993083","3","2"
"G06005900993091","060590993091","4","2"
"G06005900993092","060590993092","2","1"
"G06005900993093","060590993093","9","4"
"G06005900993094","060590993094","10","4"
"G06005900993101","060590993101","2","1"
"G06005900993102","060590993102","3","2"
"G06005900993103","060590993103","2","1"
"G06005900993111","060590993111","2","1"
"G06005900993112","060590993112","2","1"
"G06005900993113","060590993113","2","1"
"G06005900994021","060590994021","17","6"
"G06005900994022","060590994022","16","6"
"G06005900994023","060590994023","15","6"
"G06005900994024","060590994024","16","6"
"G06005900994041","060590994041","4","2"
"G06005900994042","060590994042","4","2"
"G06005900994051","060590994051","5","3"
"G06005900994052","060590994052","8","4"
"G06005900994053","060590994053","53","10"
"G06005900994061","060590994061","5","3"
"G06005900994062","060590994062","6","3"
"G06005900994071","060590994071","5","3"
"G06005900994072","060590994072","6","3"
"G06005900994081","060590994081","11","5"
"G06005900994082","060590994082","4","2"
"G06005900994083","060590994083","8","4"
"G06005900994101","060590994101","6","3"
"G06005900994102","060590994102","6","3"
"G06005900994103","060590994103","7","3"
"G06005900994111","060590994111","11","5"
"G06005900994112","060590994112","11","5"
"G06005900994113","060590994113","11","5"
"G06005900994114","060590994114","11","5"
"G06005900994121","060590994121","31","8"
"G06005900994122","060590994122","5","3"
"G06005900994123","060590994123","4","2"
"G06005900994151","060590994151","2","1"
"G06005900994152","060590994152","4","2"
"G06005900994153","060590994153","4","2"
"G06005900994154","060590994154","2","1"
"G06005900994155","060590994155","6","3"
"G06005900994161","060590994161","16","6"
"G06005900994162","060590994162","17","6"
"G06005900994163","060590994163","16","6"
"G06005900994171","060590994171","9","4"
"G06005900994172","060590994172","6","3"
"G06005900994173","060590994173","1","1"
"G06005900994181","060590994181","7","3"
"G06005900994182","060590994182","6","3"
"G06005900994183","060590994183","10","4"
"G06005900994191","060590994191","4","2"
"G06005900994192","060590994192","4","2"
"G06005900994193","060590994193","3","2"
"G06005900995021","060590995021","8","4"
"G06005900995041","060590995041","2","1"
"G06005900995061","060590995061","2","1"
"G06005900995081","060590995081","16","6"
"G06005900995082","060590995082","14","5"
"G06005900995083","060590995083","17","6"
"G06005900995084","060590995084","16","6"
"G06005900995091","060590995091","37","9"
"G06005900995092","060590995092","37","9"
"G06005900995093","060590995093","54","10"
"G06005900995094","060590995094","52","10"
"G06005900995095","060590995095","54","10"
"G06005900995101","060590995101","53","10"
"G06005900995102","060590995102","60","10"
"G06005900995103","060590995103","51","10"
"G06005900995111","060590995111","1","1"
"G06005900995112","060590995112","2","1"
"G06005900995113","060590995113","2","1"
"G06005900995114","060590995114","1","1"
"G06005900995121","060590995121","2","1"
"G06005900995122","060590995122","17","6"
"G06005900995123","060590995123","3","2"
"G06005900995131","060590995131","5","3"
"G06005900995132","060590995132","5","3"
"G06005900995141","060590995141","2","1"
"G06005900995142","060590995142","2","1"
"G06005900995143","060590995143","1","1"
"G06005900995144","060590995144","6","3"
"G06005900995145","060590995145","1","1"
"G06005900996011","060590996011","7","3"
"G06005900996012","060590996012","8","4"
"G06005900996013","060590996013","6","3"
"G06005900996014","060590996014","7","3"
"G06005900996021","060590996021","9","4"
"G06005900996022","060590996022","7","3"
"G06005900996031","060590996031","8","4"
"G06005900996032","060590996032","7","3"
"G06005900996033","060590996033","9","4"
"G06005900996034","060590996034","7","3"
"G06005900996041","060590996041","7","3"
"G06005900996042","060590996042","6","3"
"G06005900996051","060590996051","6","3"
"G06005900996052","060590996052","5","3"
"G06005900997011","060590997011","15","6"
"G06005900997012","060590997012","10","4"
"G06005900997013","060590997013","19","7"
"G06005900997021","060590997021","12","5"
"G06005900997022","060590997022","10","4"
"G06005900997023","060590997023","13","5"
"G06005900997031","060590997031","81","10"
"G06005900997032","060590997032","6","3"
"G06005900997033","060590997033","11","5"
"G06005900998011","060590998011","14","5"
"G06005900998012","060590998012","10","4"
"G06005900998013","060590998013","11","5"
"G06005900998021","060590998021","19","7"
"G06005900998022","060590998022","19","7"
"G06005900998031","060590998031","19","7"
"G06005900998032","060590998032","15","6"
"G06005900998033","060590998033","16","6"
"G06005900999021","060590999021","10","4"
"G06005900999022","060590999022","10","4"
"G06005900999023","060590999023","10","4"
"G06005900999031","060590999031","11","5"
"G06005900999032","060590999032","11","5"
"G06005900999033","060590999033","11","5"
"G06005900999041","060590999041","15","6"
"G06005900999042","060590999042","15","6"
"G06005900999043","060590999043","15","6"
"G06005900999044","060590999044","15","6"
"G06005900999045","060590999045","15","6"
"G06005900999051","060590999051","81","10"
"G06005900999052","060590999052","10","4"
"G06005900999061","060590999061","8","4"
"G06005900999062","060590999062","9","4"
"G06005900999063","060590999063","6","3"
"G06005901100011","060591100011","7","3"
"G06005901100012","060591100012","11","5"
"G06005901100031","060591100031","7","3"
"G06005901100032","060591100032","10","4"
"G06005901100041","060591100041","21","7"
"G06005901100042","060591100042","9","4"
"G06005901100043","060591100043","9","4"
"G06005901100044","060591100044","8","4"
"G06005901100051","060591100051","9","4"
"G06005901100052","060591100052","10","4"
"G06005901100061","060591100061","4","2"
"G06005901100062","060591100062","2","1"
"G06005901100071","060591100071","3","2"
"G06005901100072","060591100072","4","2"
"G06005901100073","060591100073","3","2"
"G06005901100074","060591100074","3","2"
"G06005901100081","060591100081","17","6"
"G06005901100082","060591100082","3","2"
"G06005901100083","060591100083","2","1"
"G06005901100101","060591100101","7","3"
"G06005901100102","060591100102","7","3"
"G06005901100103","060591100103","8","4"
"G06005901100111","060591100111","10","4"
"G06005901100112","060591100112","5","3"
"G06005901100121","060591100121","3","2"
"G06005901100122","060591100122","4","2"
"G06005901100123","060591100123","4","2"
"G06005901100124","060591100124","4","2"
"G06005901100141","060591100141","15","6"
"G06005901100142","060591100142","20","7"
"G06005901100143","060591100143","20","7"
"G06005901100144","060591100144","14","5"
"G06005901100151","060591100151","7","3"
"G06005901100152","060591100152","4","2"
"G06005901100153","060591100153","7","3"
"G06005901101021","060591101021","7","3"
"G06005901101022","060591101022","5","3"
"G06005901101023","060591101023","23","7"
"G06005901101041","060591101041","7","3"
"G06005901101042","060591101042","8","4"
"G06005901101043","060591101043","13","5"
"G06005901101061","060591101061","14","5"
"G06005901101062","060591101062","11","5"
"G06005901101063","060591101063","8","4"
"G06005901101081","060591101081","7","3"
"G06005901101082","060591101082","7","3"
"G06005901101083","060591101083","9","4"
"G06005901101091","060591101091","7","3"
"G06005901101092","060591101092","9","4"
"G06005901101093","060591101093","5","3"
"G06005901101094","060591101094","10","4"
"G06005901101101","060591101101","12","5"
"G06005901101102","060591101102","10","4"
"G06005901101103","060591101103","10","4"
"G06005901101111","060591101111","8","4"
"G06005901101112","060591101112","9","4"
"G06005901101113","060591101113","16","6"
"G06005901101131","060591101131","8","4"
"G06005901101132","060591101132","9","4"
"G06005901101141","060591101141","8","4"
"G06005901101142","060591101142","8","4"
"G06005901101143","060591101143","9","4"
"G06005901101151","060591101151","9","4"
"G06005901101152","060591101152","8","4"
"G06005901101153","060591101153","8","4"
"G06005901101161","060591101161","6","3"
"G06005901101162","060591101162","6","3"
"G06005901101163","060591101163","7","3"
"G06005901101171","060591101171","8","4"
"G06005901101172","060591101172","8","4"
"G06005901101173","060591101173","8","4"
"G06005901101174","060591101174","9","4"
"G06005901101181","060591101181","2","1"
"G06005901101182","060591101182","2","1"
"G06005901102011","060591102011","12","5"
"G06005901102012","060591102012","13","5"
"G06005901102013","060591102013","13","5"
"G06005901102021","060591102021","12","5"
"G06005901102022","060591102022","12","5"
"G06005901102023","060591102023","12","5"
"G06005901102024","060591102024","12","5"
"G06005901102025","060591102025","12","5"
"G06005901102031","060591102031","9","4"
"G06005901102032","060591102032","8","4"
"G06005901102033","060591102033","28","8"
"G06005901102034","060591102034","10","4"
"G06005901103011","060591103011","8","4"
"G06005901103012","060591103012","9","4"
"G06005901103013","060591103013","10","4"
"G06005901103014","060591103014","10","4"
"G06005901103021","060591103021","9","4"
"G06005901103022","060591103022","11","5"
"G06005901103023","060591103023","11","5"
"G06005901103031","060591103031","12","5"
"G06005901103032","060591103032","10","4"
"G06005901103041","060591103041","9","4"
"G06005901103042","060591103042","9","4"
"G06005901104011","060591104011","10","4"
"G06005901104012","060591104012","10","4"
"G06005901104013","060591104013","10","4"
"G06005901104014","060591104014","11","5"
"G06005901104021","060591104021","9","4"
"G06005901104022","060591104022","12","5"
"G06005901104023","060591104023","14","5"
"G06005901105001","060591105001","21","7"
"G06005901105002","060591105002","17","6"
"G06005901105003","060591105003","17","6"
"G06005901105004","060591105004","11","5"
"G06005901106031","060591106031","13","5"
"G06005901106032","060591106032","13","5"
"G06005901106033","060591106033","13","5"
"G06005901106034","060591106034","13","5"
"G06005901106035","060591106035","13","5"
"G06005901106041","060591106041","5","3"
"G06005901106042","060591106042","7","3"
"G06005901106043","060591106043","14","5"
"G06005901106044","060591106044","4","2"
"G06005901106051","060591106051","17","6"
"G06005901106052","060591106052","5","3"
"G06005901106053","060591106053","10","4"
"G06005901106054","060591106054","5","3"
"G06005901106055","060591106055","4","2"
"G06005901106061","060591106061","16","6"
"G06005901106062","060591106062","12","5"
"G06005901106071","060591106071","7","3"
"G06005901106072","060591106072","13","5"
"G06005901106073","060591106073","20","7"
"G06005909800001","060599800001","GQ-PH","GQ-PH"
"G06005909901000","060599901000","PH","PH"
"G06006100201041","060610201041","7","3"
"G06006100201042","060610201042","6","3"
"G06006100201043","060610201043","7","3"
"G06006100201051","060610201051","9","4"
"G06006100201052","060610201052","8","4"
"G06006100201061","060610201061","8","4"
"G06006100201062","060610201062","12","5"
"G06006100201071","060610201071","20","7"
"G06006100201072","060610201072","20","7"
"G06006100201073","060610201073","20","7"
"G06006100202001","060610202001","23","7"
"G06006100202002","060610202002","23","7"
"G06006100202003","060610202003","23","7"
"G06006100202004","060610202004","QDI","QDI"
"G06006100203001","060610203001","31","8"
"G06006100203002","060610203002","37","9"
"G06006100203003","060610203003","27","8"
"G06006100204011","060610204011","19","7"
"G06006100204012","060610204012","31","8"
"G06006100204021","060610204021","10","4"
"G06006100204022","060610204022","19","7"
"G06006100205011","060610205011","14","5"
"G06006100205012","060610205012","7","3"
"G06006100205013","060610205013","7","3"
"G06006100205021","060610205021","9","4"
"G06006100205022","060610205022","9","4"
"G06006100205023","060610205023","9","4"
"G06006100206011","060610206011","8","4"
"G06006100206012","060610206012","6","3"
"G06006100206013","060610206013","6","3"
"G06006100206014","060610206014","4","2"
"G06006100206041","060610206041","5","3"
"G06006100206042","060610206042","5","3"
"G06006100206043","060610206043","4","2"
"G06006100206044","060610206044","5","3"
"G06006100206051","060610206051","4","2"
"G06006100206052","060610206052","4","2"
"G06006100206053","060610206053","4","2"
"G06006100206061","060610206061","2","1"
"G06006100206062","060610206062","5","3"
"G06006100206063","060610206063","5","3"
"G06006100206071","060610206071","3","2"
"G06006100206072","060610206072","4","2"
